customer_id,company_name,industry,company_size,registration_date,email,phone_number,subscription_plan
987,Nichols-Mitchell,Healthcare,Medium size,2024-11-21,cmorrison@williams.com,+1-344-585-5869x401,Business pro
988,Carpenter-Murphy,Finance,Small size,2023-05-14,johnsontimothy@skinner.biz,3493879996,Free
989,Norris-Davis,Finance,Small size,2024-01-03,melissa87@young.com,(750)763-0746x66274,Free
990,Villa-Hoffman,Manufacturing,Medium size,2023-11-27,travis20@spence.com,+1-794-362-7379x163,Business pro
991,Bennett-Turner,Entertainment,Medium size,2023-07-25,tara42@wood.com,+1-850-352-8407,Business pro
992,Gonzalez-Huffman,Technology,Small size,2024-04-26,lopezbrian@kane.com,560-582-8808x887,Business pro
993,Briggs Inc,Healthcare,Medium size,2023-03-19,gonzaleztiffany@moore-murphy.com,277.230.4602,Individual pro
994,Fisher LLC,Retail,Medium size,2023-12-09,lisa05@phillips.net,935.890.5455,Business pro
995,"Randolph, Young and Oliver",Technology,Medium size,2023-11-18,christian06@colon-long.com,225.637.7365x370,Business pro
996,"Moss, Hodges and Rogers",Finance,Small size,2023-07-18,jonathancollins@lopez.com,796.626.4273,Free
997,"Smith, Webb and Baldwin",Manufacturing,Medium size,2024-12-03,jlee@adams.com,001-402-382-1190x75735,Individual pro
998,Fuller-Bowman,Finance,Small size,2023-06-15,hernandezwilliam@smith.net,426-884-2476,Free
999,Schmidt Ltd,Technology,Medium size,2024-01-13,matthew17@garcia.com,(467)708-9645,Individual pro
1000,Allen-Peterson,Healthcare,Medium size,2023-02-26,novakcarl@fitzpatrick.com,726.237.9935x90246,Business pro
